histone,H3K4me0 ,H3K4me1 ,H3K4me2 ,H3K4me3 ,H3K4ac1 ,H3K9me0K14ac0 ,H3K9me1K14ac0 ,H3K9me2K14ac0 ,H3K9me3K14ac0 ,H3K9ac1K14ac0 ,H3K9me0K14ac1 ,H3K9me1K14ac1 ,H3K9me2K14ac1 ,H3K9me3K14ac1 ,H3K9ac1K14ac1 ,H3K9me2S10ph1K14ac0 ,H3K9me3S10ph1K14ac0 ,H3K18ac0K23ac0 ,H3K18ac1K23ac0 ,H3K18ac0K23ac1 ,H3K18ac1K23ac1 ,H3K18ub1K23ac0 ,H3K27me0K36me0 ,H3K27me1K36me0 ,H3K27me1K36me1 ,H3K27me1K36me2 ,H3K27me1K36me3 ,H3K27me2K36me0 ,H3K27me2K36me1 ,H3K27me2K36me2 ,H3K27me3K36me0 ,H3K27me3K36me1 ,H3K27me3K36me2 ,H3K27me3K36me3 ,H3K27ac1K36me1 ,H3K27ac1K36me2 ,H3K27ac1K36me3 ,H3.3K27me0K36me0 ,H3NORM(41-49),H3K56me0 ,H3K79me0 ,H3K79me1 ,H3K79me2 ,H3K27me0K36me1 ,H3K27me0K36me2 ,H3K27me0K36me3 ,H4(4to17)ac0me0,H4(4to17)K5ac1me0,H4(4to17)K12ac1me0,H4(4to17)K16ac1me0,H4(4to17)K8ac1K12ac1me0,H4(4to17)K5ac1K8ac1me0,H4(4to17)K5ac1K16ac1me0,H4(4to17)K12ac1K16ac1me0,H4(4to17)K8ac1K12ac1K16ac1me0,H4(4to17)K5ac1K8ac1K12ac1me0,H4(4to17)K5ac1K8ac1K16ac1me0,H4(4to17)K5ac1K8ac1K12ac1K16ac1me0,H4(20to23)K20me0,H4(20to23)K20me1,H4(20to23)K20me2,H4(20to23)K20me3,H4(68-78)AltNorm
IFNG_48,-2.120675564,-2.591217518,-2.55955267,-3.077853918,-6.739361763,-0.436496973,-1.075346589,-1.187558889,-2.405360937,-2.248485088,-0.977001369,-1.71516192,-2.902328014,-1.669773817,-2.557145357,-3.957246065,-3.050201416,-0.992071331,-2.243902206,-3.213257313,-2.916283607,-4.917406082,-0.150550842,-0.11785078,-0.192475319,-2.458864928,-1.371706605,-1.596151471,-0.25733912,-1.273594499,-1.744240999,-0.88864398,-1.159237027,-2.085087061,-4.69430089,-3.560209751,-5.008944511,-0.566578388,-0.615032673,-1.094259143,-2.261608601,-3.487151623,-2.351846457,0.400925159,-1.060780525,-2.944605827,0.169406652,-2.138867617,-0.250531077,-1.022782803,-0.352202535,-2.831231356,-1.221794605,-2.31334281,-1.109152555,-0.633488655,-1.868739843,-1.366008282,-0.10528779,0.498844445,-1.063445568,-0.899866581,0.231538177
IFNG_8,-0.876905501,-1.225185871,-1.677944422,-2.333165169,-5.452622414,-0.925512552,-0.984161377,-0.350697398,-2.362115145,-2.056324959,-0.853202581,-1.058692694,-2.070589542,-0.896846831,-2.442940712,-5.221149445,-3.360478401,-1.107370257,-2.09682107,-2.561761856,-2.852134228,-6.738149166,-0.557469726,0.117946267,-0.483271599,-1.781134963,-1.04135716,-1.887220383,-0.113559723,-0.932009041,-1.540560007,-0.190086126,-1.119776011,-1.764961481,-6.452622414,-3.52567935,-4.563374519,-0.540096879,-0.952996612,-0.771781981,-2.094098568,-3.154401302,-2.207844496,-0.176035166,-1.058787465,-2.511858463,0.230572462,-2.703474522,-1.312152982,-1.04823339,-1.122389197,-3.408276558,-1.733996511,-3.345299244,-2.045286179,-1.210434556,-2.518399715,-1.73637116,-2.765178204,-1.088622451,-1.101575255,-1.409223676,0.54065752
IFNG_8,-1.163148761,-1.002822161,-1.449060917,-2.256640911,-6.101037979,-0.935237765,-0.858544111,-0.43751061,-1.958743811,-1.92192626,-0.946201921,-1.14101553,-1.879543185,-1.083627939,-2.100723505,-4.779109478,-2.282238483,-1.318673015,-2.028585196,-2.327283859,-2.755922318,-6.101037979,-0.207445502,-0.158809304,-0.507305026,-1.781134963,-1.041566134,-1.476920486,-0.190214872,-0.952565551,-1.446863294,-0.811709642,-0.913004637,-1.772464395,-5.384830475,-3.447762012,-4.786164284,-0.593408823,-0.190131307,-1.079598188,-2.599720716,-3.852316856,-2.627056122,0.43422401,-0.60071981,-2.772589445,-0.091926455,-2.38182497,-0.914999366,-1.223094583,-0.968749166,-3.502801418,-1.855538487,-3.320424557,-1.869763017,-1.308451772,-2.041200638,-1.684283376,-1.099320769,-0.503654122,-0.929825664,-1.291413426,-0.292518497
IFNG_8,-0.586452246,-1.04673624,-1.765412807,-2.312294245,-5.241789341,-0.919861317,-1.231034756,-1.065055966,-1.87422514,-2.272949219,-0.825698853,-1.097020268,-1.931360006,-0.959754109,-1.733000517,-6.300221443,-4.24734211,-1.119383931,-1.932850361,-1.613085985,-2.498097181,-6.58652544,-0.531790018,-0.477287292,-0.659214973,-1.781134963,-1.439126253,-1.785467863,0.078082085,-0.416111946,-1.768403292,-0.429790974,-0.64147675,-2.884282589,-5.918726445,-3.456237555,-4.400272369,-0.443302155,-0.441544056,-1.219734311,-2.003225803,-3.105714083,-2.593874931,-0.114328384,-1.105346322,-2.748336315,-0.067832321,-2.399548054,-0.966334105,-0.874748349,-0.461760134,-3.655724049,-1.299488783,-2.774234533,-1.65162468,-1.088859558,-1.860822201,-1.03485167,-3.048261642,-1.272258759,-1.15653944,-1.186304092,-0.048839003
OSM_24,-0.759384334,-1.199987292,-1.650488615,-2.373085976,-5.899466515,-0.544473827,-1.144394279,-0.358859301,-2.005614042,-1.866158009,-0.587808728,-1.417520642,-2.498380661,-1.570815086,-1.813178897,-3.364446878,-1.906974196,-1.396672726,-2.403736115,-2.142916203,-2.747401237,-4.879635811,0.751113057,0.32555306,0.005342424,-2.46152401,-1.306414843,-1.201909781,-0.303418815,-0.669250906,-1.76377964,-0.604750514,-1.66818738,-1.68691349,-4.360146523,-3.034102678,-4.802928925,0.033641994,0.150438368,-0.915940464,-2.605768204,-3.938683033,-2.881483078,1.476144075,-0.504536748,-2.648127556,-0.412377954,-2.095820189,-1.095820189,-1.537824869,-1.444148541,-3.32366538,-2.072265625,-4.003824234,-2.085467815,-1.648856163,-2.147188663,-1.673011303,-0.519790888,-0.43990314,-1.344675779,-1.574583292,-0.126952052
OSM_24,-0.999157548,-1.269391418,-1.424313307,-2.473350763,-5.447381973,-1.16450882,-0.850033998,-0.91007483,-2.252670765,-1.96816659,-1.234713078,-1.180996895,-1.878812194,-1.467280626,-2.171172619,-4.076015472,-2.440047741,-1.153220654,-1.852527022,-2.200771332,-2.665033579,-5.586210251,0.313918114,-0.097959638,-0.330675364,-2.1013906,-1.055695295,-1.687981009,-0.187238455,-1.046685696,-1.71804738,-0.492901444,-1.170262098,-1.574719191,-4.630604267,-3.192582607,-5.051218033,-0.238843441,-0.264808297,-0.974576592,-2.440230846,-3.512816906,-2.355686903,0.82464695,-0.382852435,-2.788137436,-0.34828943,-2.081935644,-0.837252557,-1.061244965,-0.839653075,-2.845671892,-1.577152491,-3.337223291,-1.763611794,-0.840454161,-1.968135357,-1.558579683,-0.671286047,-0.571489155,-1.379093409,-1.54284811,0.107538342
OSM_24,-0.632224619,-1.035292029,-1.424589515,-2.213969231,-5.292593956,-0.708726883,-1.162335277,-0.445802033,-1.901152849,-1.938699961,-0.407414436,-0.937800705,-1.780157566,-0.897526205,-1.717299342,-3.579474926,-2.414546013,-1.430541039,-2.060660362,-1.88843739,-2.829583406,-5.387631893,0.217710853,-0.119824946,-0.422611177,-2.487117291,-1.213813782,-1.868714571,-0.514151752,-1.288985252,-1.33763504,-0.646637082,-1.343577981,-1.797066569,-4.495375395,-3.501472473,-5.365350246,-0.475884259,-0.317693651,-0.741195679,-2.11306572,-3.318445683,-2.298518896,0.763537765,-0.81996417,-3.154851437,0.092521787,-1.496854901,-0.32153666,-0.883197904,-0.876472116,-2.858372688,-1.369973779,-3.137399197,-2.016278267,-1.203201175,-2.123681068,-1.978749156,-0.525880933,-0.710920691,-0.786361337,-1.081080794,0.021250725
OSM_4,-0.948498368,-1.154627562,-1.629025698,-2.236381769,-5.547107697,-1.014120579,-1.183928728,-0.516407728,-2.454229593,-2.148568153,-1.09723103,-1.055887222,-1.902386308,-1.107426763,-1.939736366,-4.874883175,-3.099421024,-1.431258202,-2.374023199,-2.44094491,-2.811623096,-5.788219452,-0.312032223,-0.447771311,-0.650195837,-2.312606812,-1.02518034,-1.552526474,-0.399270296,-0.471954584,-1.406256676,-0.615455866,-0.9620502,-2.006761551,-5.736665249,-3.395645618,-4.644855022,-0.708097696,-0.199980021,-1.170491338,-2.327198029,-3.383141279,-2.391933918,0.124714851,-0.728249311,-2.90484643,-0.55984211,-2.649189472,-0.8262707,-1.453375459,-0.933214903,-3.242189407,-2.066009521,-3.359683037,-1.653202653,-1.191702366,-2.210305214,-1.943826079,-1.830429912,-0.921067595,-1.29921639,-1.73661077,-0.101438224
OSM_4,-1.328372002,-1.266484261,-1.56709218,-2.655842543,-6.215519905,-1.12868309,-1.179944277,-0.953511357,-2.524117231,-2.205902576,-1.127821684,-1.453649282,-2.499601841,-1.388431668,-2.301724672,-5.690338135,-3.572302341,-1.306500912,-2.454336166,-2.715997219,-3.452178478,-6.97123909,-0.004915476,-0.485491157,-0.598909616,-2.244403124,-1.252164841,-1.488503218,-0.405362844,-0.519796729,-1.42643702,-0.429569364,-0.109156966,-2.115584612,-5.115274429,-3.393033981,-4.86408329,-0.693578601,-0.207928419,-1.483086109,-2.843883514,-3.951154709,-2.657197475,0.361212492,-0.928548336,-2.930799961,0.068367243,-2.224515677,-0.398862839,-0.72551918,-0.86153245,-3.496501684,-1.513058662,-2.637901545,-1.649502754,-1.336588383,-2.351399183,-1.621488333,-0.913535833,-0.234465361,-0.906559229,-1.11362195,-0.01278615
OSM_4,-0.638020515,-1.069366455,-1.653054237,-2.316004276,-5.75364399,-1.293311834,-1.059553385,-0.765367985,-1.911313891,-1.747936726,-0.780145645,-0.988625526,-1.711747885,-1.632138252,-1.752405763,-6.221487999,-4.324191093,-1.239795685,-1.748696327,-1.850418568,-2.519913197,-6.25347805,-0.595330834,-0.141332865,-0.227962017,-2.176199436,-0.76556015,-1.677619696,-0.50668025,-0.782963753,-1.265863776,-0.62841928,-0.905636787,-1.685144424,-5.425969839,-3.093169689,-4.75364399,-0.660987735,0.448660851,-0.975337863,-2.304508686,-3.109422207,-2.389782667,-0.035714388,-0.771145105,-2.707495213,-0.069545627,-2.331824064,-0.675759912,-1.050368667,-0.652022481,-3.16519165,-1.646965146,-2.861066341,-1.213191986,-1.194407225,-2.112572193,-1.81830132,-2.636903286,-0.590472937,-0.702052712,-1.67092073,-0.333734781
OSM_48,-1.393795133,-1.978405952,-2.212472439,-3.006553173,-6.386479378,-0.78159523,-1.666851282,-0.87935257,-2.349763393,-2.305239201,-1.037378073,-1.315004826,-2.760519266,-2.199593544,-2.300333977,-3.969842911,-2.547708511,-1.444719076,-2.018122673,-2.255643129,-2.98308444,-5.092327118,0.581018806,0.30838263,0.300362945,-1.980516911,-1.396510363,-1.604130983,-0.461048007,-0.867235184,-1.668673515,-0.869399071,-1.164629459,-1.89754355,-4.367412567,-2.737896442,-4.804718971,-0.301841617,-0.388329625,-0.037142754,-1.739682913,-2.974944592,-1.96670115,1.535869479,0.115185857,-2.384481192,0.507071793,-1.237556338,-0.445321202,-0.790521622,-0.54259932,-2.493777752,-0.687151194,-2.536897659,-1.161352277,-0.640785933,-1.23613441,-1.115527511,-0.10413301,-0.135935545,-0.992177129,-1.857076049,-0.442038655
OSM_48,-0.836016059,-1.378598928,-1.68858254,-2.387215137,-6.624310732,-0.694925845,-1.111006379,-0.505943358,-2.034315586,-1.584713221,-0.301594853,-1.134763479,-2.132575035,-0.774689734,-2.00274539,-3.833903313,-2.472518921,-0.892755389,-1.929682016,-1.839692831,-2.320619583,-5.818870544,0.475167394,0.131006002,-0.273745954,-2.207467794,-1.075891614,-1.203012228,-0.133737206,-1.089622855,-1.542337656,-0.633390725,-1.138052225,-1.766183257,-3.957253933,-2.68256712,-4.815356255,0.03473568,0.293117523,-0.561252773,-2.082608938,-3.116807699,-2.327799797,1.36198473,-0.388764858,-2.471827269,0.116657376,-1.543361664,-0.495695114,-1.023207426,-0.661118746,-2.602980137,-0.598454714,-2.427597523,-1.277430534,-1.02580905,-1.448389292,-1.297200918,-0.928474188,-0.097892165,-0.554588795,-1.487303734,0.15123558
OSM_48,-0.913835049,-1.506404996,-2.000063896,-2.587841988,-6.862142086,-0.899097025,-1.279350162,-0.610013127,-2.174054146,-1.870532513,-0.461702704,-1.332127929,-2.446640015,-1.306446075,-2.275940657,-3.455729008,-2.40237236,-1.686856151,-1.677829027,-2.426568508,-2.297147989,-5.476212978,0.808860898,0.406960487,0.362257481,-2.093992353,-1.325864792,-1.492308617,-0.491140127,-1.577311993,-2.002879381,-0.727133632,-1.492848277,-2.539470434,-4.16233325,-3.35222435,-5.044202328,0.208158731,0.037728667,-0.855765343,-2.155708313,-3.4941082,-2.582088947,1.527006984,-0.289861798,-2.674152374,0.3690238,-1.778537989,-0.822562456,-0.557835817,-1.463458538,-3.127655983,-1.1326859,-2.901920319,-1.813111067,-1.020442247,-2.166673183,-1.952904224,-0.36251533,-0.149154782,-0.874277592,-1.115158081,-0.161952257
OSM_8,-0.62148273,-1.384731054,-1.723902583,-2.258209705,-5.712905884,-0.822156429,-1.144733906,-0.591071367,-1.912308097,-2.057462215,-1.019967794,-1.466398239,-2.122655869,-1.044830203,-2.140356064,-4.335431576,-2.739146233,-1.168722868,-2.061288834,-2.14197588,-2.930250645,-5.684298515,-0.09917891,-0.118862748,-0.170085669,-2.164024591,-0.959160089,-1.424395323,-0.580159783,-0.970125198,-1.355212688,-0.667053103,-0.289600372,-1.517839909,-5.330990314,-3.318846703,-4.81774807,-0.966173887,-0.215584159,-0.289824843,-1.746767044,-3.000808239,-2.127301216,0.349787235,-0.664780855,-2.966532707,0.173451483,-1.891703725,-0.347998738,-0.590222239,-0.655317307,-2.92804575,-1.476666331,-3.010260582,-1.527539611,-0.887097001,-1.8032161,-1.267296195,-1.008035779,-0.245839357,-0.809498072,-1.188978553,0.328049481
OSM_8,-0.437358379,-1.182491779,-1.231156111,-2.220863104,-5.373915672,-0.93267858,-1.108681679,-0.418407559,-1.943657517,-1.94000876,-0.75891149,-0.984414339,-1.728013396,-0.835590243,-1.81366837,-5.442468643,-3.824840069,-1.38718617,-1.932859778,-2.137016058,-2.764224529,-6.431497574,-0.135798216,-0.263927341,-0.591578007,-2.478712082,-1.047727823,-1.322497964,-0.272696614,-0.988428354,-1.376132965,-0.354398608,-0.699561477,-1.635998964,-5.89469099,-3.12716341,-4.706880569,-0.703577042,-0.202533126,-1.112715125,-2.248426199,-3.188179255,-2.420609236,-0.254493356,-0.862908006,-2.787641287,-0.021788001,-2.109547615,-0.475003004,-0.488469124,-0.50745213,-2.855791092,-1.294287324,-2.72059679,-1.279314876,-0.809475064,-1.700512767,-1.13370955,-1.833748698,-0.351673841,-0.583356142,-1.438111663,0.09635675
OSM_8,-0.833109379,-0.974657655,-1.324717879,-2.105205059,-5.719050407,-0.946702003,-0.834638,-0.097557664,-1.952602625,-1.96929574,-1.229394913,-0.911998093,-1.780696511,-0.673544586,-1.793831348,-6.029729843,-4.069671154,-0.936202884,-1.783277035,-2.139981747,-2.752250195,-6.057898045,-0.486660063,-0.174709797,-0.391135335,-2.103361607,-0.78088069,-1.750085115,-0.242714405,-0.830533564,-1.277568102,-0.539667189,-0.390573144,-2.212652683,-7.394301414,-3.483808994,-4.883339882,-0.707013667,-0.053561568,-0.155061364,-1.537098408,-2.791788578,-2.101520061,-0.202009082,-0.721522987,-2.743608952,0.320068002,-1.744212866,-0.177820921,-0.698246956,-0.639152288,-2.924554586,-1.283209324,-2.496831656,-1.568533182,-0.82058239,-1.940321684,-1.485220432,-2.615226507,-0.904117823,-0.745077848,-1.204942465,0.392268181
TGFB_24,-1.855183005,-2.002912045,-1.911050558,-2.825433493,-6.28465271,-1.231217265,-0.945813179,-0.595860958,-2.375581265,-2.232273817,-1.297939181,-1.78022778,-2.663324833,-1.383619308,-2.606324911,-4.182002544,-2.657068253,-1.359176159,-2.879366159,-2.325862408,-2.998231411,-5.601037979,-0.230900288,-0.229211807,-0.436744928,-2.383384705,-0.921692729,-1.570874691,-0.254213333,-0.734847546,-1.086555719,-0.327479839,-0.715806365,-1.88256979,-5.156104565,-3.852039576,-5.517605782,-0.500998855,-0.161495209,-0.909077883,-2.198978901,-3.453445435,-1.977767229,0.482845306,-0.795660138,-2.931727409,-0.180609375,-2.306427002,-1.253271461,-1.521800399,-1.437474847,-3.145093203,-2.097469807,-3.850671291,-2.668603897,-1.271071672,-2.537872314,-1.687602401,-1.4314574,-1.0703336,-1.122296095,-1.637100101,0.088510156
TGFB_24,-1.017303586,-1.587767482,-1.66120255,-2.489529848,-6.799837589,-0.943806767,-1.001160026,-0.466448307,-2.066037893,-1.867159843,-1.016716957,-1.638611436,-2.218917847,-0.950233877,-1.899961948,-4.323862076,-2.642829895,-1.423760533,-2.528862238,-2.284019947,-2.86557436,-5.799837589,-0.433841467,-0.381040692,-1.09350884,-2.506726027,-1.092787385,-1.616516709,-0.306190968,-0.664644957,-1.679657459,-0.290210009,-0.275573373,-1.554036379,-5.959035873,-3.876532078,-5.548513889,-0.422594428,-0.104427218,-0.807173729,-2.65191102,-3.622752666,-2.338205338,0.012794971,-1.084771752,-3.186006546,0.47811234,-1.79473269,-0.882156253,-1.268768668,-1.310383439,-3.194768429,-1.701073766,-3.525011539,-2.537574768,-1.58242929,-2.243677616,-1.872176766,-1.423392415,-1.18732512,-0.769815087,-0.780352712,-0.07280004
TGFB_24,-1.50462389,-2.023841381,-1.932911515,-2.777116776,-6.512329102,-0.86898917,-1.282280684,-0.522917867,-2.056591511,-2.161180496,-1.173709154,-1.675753713,-2.410826445,-1.560395718,-2.598567009,-4.3265028,-2.589780331,-1.158741951,-2.449602842,-2.22305274,-2.968219042,-6.098214149,-0.184922576,-0.26629591,-0.327009678,-2.223430157,-0.786568046,-1.766764045,-0.396975636,-0.655493259,-1.46246624,-0.363205314,-0.298046827,-1.534638882,-5.461575508,-3.76470232,-5.76800251,-0.567326546,-0.306419849,-0.421613932,-1.969801545,-2.849266529,-1.798469782,0.597264767,-0.752393723,-3.051891327,0.394608021,-1.907647729,-0.799880743,-0.962051749,-1.5980407,-2.894079685,-1.585265279,-3.622070789,-2.50573349,-1.588903785,-2.048335552,-2.054610729,-0.93459332,-0.795144558,-0.691272259,-1.030908465,0.114335597
TGFB_4,-0.792174339,-1.127230883,-1.618820906,-2.293151855,-5.335094452,-1.420874357,-1.246479511,-0.436186552,-2.531944752,-1.9772439,-0.626247764,-0.917055845,-1.968549728,-1.087231517,-1.793961763,-6.34739399,-4.454403877,-1.212545633,-1.980712295,-1.909114599,-2.655721903,-6.484650135,-0.667576313,-0.377307653,-0.497314095,-2.127032042,-1.098881364,-1.02731967,0.161540508,-0.719884872,-1.120486856,-0.446154952,-0.728505492,-1.591591597,-5.78233099,-3.093756676,-4.669167519,-0.884541392,-0.500658393,-0.991047382,-2.27497673,-3.390331507,-2.694278717,-0.324797988,-0.920439839,-2.354824066,-0.529115558,-2.704397678,-0.925851226,-1.253775597,-1.218855858,-3.461904287,-2.057453394,-3.453760862,-1.913700104,-1.573643208,-2.52023077,-2.039061785,-2.821754694,-1.827880859,-1.168011785,-1.072960854,-0.107941747
TGFB_4,-0.819047689,-1.304880381,-1.460012674,-2.429517746,-5.514504433,-1.18507731,-1.2096591,-1.118935823,-2.596440792,-1.892345667,-0.973898888,-1.396622658,-2.119485378,-1.185338855,-1.906505346,-6.181681633,-3.915589094,-1.389132261,-1.977835059,-1.80632019,-2.561393738,-6.886720657,-0.44449687,-0.126348972,-0.447599173,-2.086382151,-1.068662882,-2.002970696,-0.220607042,-0.72540319,-1.814307213,-0.61119318,-0.777249575,-2.106846333,-5.730775833,-3.313830853,-5.034947872,-0.67711997,-0.32805419,-1.004308105,-2.184397459,-3.342710972,-2.555837393,-0.153877974,-0.669343472,-2.750454903,-0.434458852,-2.599170923,-0.860835135,-1.262921333,-0.793285191,-3.374332666,-1.680826902,-3.162029028,-1.709517002,-0.922384441,-2.240922451,-1.791979074,-2.55973506,-1.146504879,-1.330057144,-1.663404942,0.14019163
TGFB_4,-0.664738894,-0.740274549,-1.382290483,-2.011190653,-5.501348972,-1.101275206,-1.134663939,-0.539577246,-2.135587931,-1.701596975,-0.745856762,-0.82828331,-1.599002361,-0.592282414,-1.607034564,-6.308023453,-4.102564812,-1.141541481,-1.589114904,-1.776204705,-2.391011,-6.396379471,-0.233926296,-0.151619196,-0.121365786,-1.826896906,-0.830793023,-0.987226725,0.071511984,-0.4215523,-0.986452699,-0.638869524,0.160119772,-1.522514462,-5.756553412,-2.967879772,-3.890310287,-0.587127447,0.232619286,-0.431283832,-1.954541922,-2.832878828,-2.058217764,0.091192722,-0.814848542,-2.573023319,-0.1601336,-2.236920118,-0.372042358,-0.451064527,-0.718666196,-3.211591959,-1.317244887,-2.579136848,-1.148763657,-0.790411353,-1.496813059,-1.397905111,-2.228102207,-0.747777581,-0.727614284,-1.350883007,-0.087006867
TGFB_48,-0.632746816,-1.207177162,-1.221169233,-2.011055231,-5.259964943,0.003666326,-0.343092382,-0.26271978,-1.38032198,-1.275358438,-0.442212343,-0.828619003,-1.863021016,-1.05205965,-1.670435548,-2.75331521,-1.345922351,-0.676708996,-1.847367764,-1.86779809,-2.368425608,-4.628078938,0.799843609,0.267964303,0.503240526,-3.045279503,-1.303559542,-1.549991012,-0.50818187,-1.482859373,-1.657556057,-0.465919554,-1.672941685,-1.680906534,-4.085890293,-3.373172522,-4.863498211,0.319198489,-0.119963653,-0.800488174,-2.630512476,-3.592850447,-3.21142149,1.382218242,-0.689127088,-3.188530445,-0.110284567,-2.172060728,-0.749827623,-1.409357548,-1.049940348,-3.176877737,-1.907023907,-3.356485128,-1.853985071,-1.377125025,-2.271596193,-0.961224079,-0.414326191,-0.472361088,-1.59513545,-1.799108744,0.309496522
TGFB_48,-0.99208647,-1.405333996,-1.818285942,-2.301808834,-5.259964943,-0.09616293,-0.39886409,-0.515417635,-1.638274312,-1.043708324,-0.195131496,-0.740064263,-1.69837296,-1.076802373,-1.411159515,-2.94062686,-1.058049679,-0.610426784,-1.619476676,-1.78474021,-1.712136626,-5.20288372,0.707422972,0.51219064,0.329975903,-2.299313545,-0.840486467,-1.185115337,-0.162641302,-1.133086801,-1.645123005,-0.296200514,-1.442479253,-2.225603819,-4.085890293,-3.373172522,-4.827245235,-0.200941816,0.438358247,0.202110931,-1.572522402,-2.750252008,-1.90921402,1.40074265,-0.330606937,-2.69126749,0.279722691,-1.427647114,-0.205569267,-0.741338968,-0.256498814,-2.788644552,-1.044905901,-2.608072519,-1.46558547,-0.569893837,-1.730429888,-0.961224079,-0.112341881,-0.353591442,-1.14637351,-1.56382966,-0.054227352
TGFB_8,-0.951989412,-1.260620952,-1.283264279,-2.316241026,-5.400847435,-1.024401784,-1.092956305,-0.798695326,-2.045268774,-1.948620319,-0.88676846,-1.115859985,-2.155475378,-0.903972626,-1.834267378,-6.002979755,-3.874242306,-1.393176079,-2.294590235,-2.328470469,-2.979311943,-5.907996655,-0.639155626,-0.311800241,-0.396502972,-2.387212753,-1.015175819,-1.398827791,-0.537517548,-0.853847384,-0.897660375,-0.539988518,-0.274390459,-1.565532565,-5.804551125,-3.119920731,-4.824896336,-0.696956873,-0.374284506,-0.628236055,-2.239230871,-3.146221876,-2.559378147,-0.184491158,-0.797253489,-3.065863371,0.302797258,-1.860694885,-0.507742941,-0.758261144,-0.602419674,-2.743314505,-1.140025854,-2.697035313,-1.271986008,-0.696700513,-1.602419853,-1.077658176,-2.047884226,-0.582485735,-0.645393431,-1.108059645,-0.161121011
TGFB_8,-1.087854028,-1.512374878,-1.530697703,-2.425976515,-5.906808376,-1.085143328,-1.265820503,-0.824732065,-1.775268316,-2.346135139,-1.324008942,-1.274460316,-2.236321688,-0.74624598,-2.255068302,-5.481923103,-3.606283188,-1.077215791,-2.389057875,-2.285258055,-2.545405149,-6.863013268,-0.43335259,-0.30699718,-0.48284328,-2.368287086,-1.166542292,-1.284455538,-0.225930929,-0.206843615,-1.384105802,-0.333731771,-0.301506281,-1.577487946,-5.804551125,-3.766275883,-5.106528759,-0.888550878,-0.235788226,-0.542163849,-1.650583386,-2.774704695,-1.992361665,-0.168484569,-0.980532527,-2.802011967,0.308662891,-2.173123121,-0.693746567,-0.774507523,-1.028824806,-3.159738064,-1.432320595,-2.861606121,-1.671866417,-1.242984295,-1.967569113,-1.777425051,-2.250058889,-0.921661139,-0.74994421,-0.682765007,0.156850815
TGFB_8,-0.943708062,-1.255097628,-1.696265936,-2.51352787,-5.484958649,-0.950585246,-0.973675787,-0.451802611,-2.362395048,-1.980551004,-0.916522622,-1.231349826,-1.764309168,-1.00085485,-1.946354747,-5.357626438,-3.772156239,-1.290468931,-2.024166346,-2.264528751,-2.865739346,-7.228038788,-0.31748569,-0.447033525,-0.589651704,-2.37774992,-0.837247252,-1.294746757,-0.100148916,-1.33308053,-1.572863698,-0.612590075,-0.841834903,-1.386865973,-5.804551125,-3.377954483,-5.086237431,-0.345537305,-0.269894719,-1.320869684,-2.507388353,-3.441523075,-2.353253126,-0.135220289,-1.110019684,-2.60935545,0.220690727,-2.15004015,-0.788627028,-0.870685935,-0.829073071,-2.891282082,-0.951403022,-2.566679955,-1.415638804,-0.829714179,-1.612276673,-1.177520871,-2.424326897,-0.75597012,-0.616695404,-1.003973842,0.311573267
